clickability_test_id,n_variants,mean_ctr,max_ctr,min_ctr,total_impr,total_clicks,ctr_range,rel_lift
51436093220cb80002000a27,4,0.014733733663504308,0.01641025641025641,0.013088079235939158,11527,170,0.0033221771743172524,0.22548101181890765
51436093220cb80002000a29,4,0.03669837353579073,0.04803659931376287,0.030408006158583526,10432,383,0.017628593155179343,0.4803644264503098
51436097220cb80002000a47,4,0.018771544608097573,0.024918743228602384,0.014593467685892982,11134,209,0.010325275542709402,0.5500493304240578
51436097220cb80002000a50,4,0.007686987476017824,0.010196905766526019,0.005598320503848845,11432,88,0.004598585262677174,0.5982298367239477
51436098220cb80002000a5a,4,0.011213631195845173,0.015511892450879007,0.00718931872646354,11784,132,0.008322573724415468,0.7421836494407906
514393ebeeb72200020007c5,4,0.030382809705547947,0.03919035314384152,0.025495750708215296,9618,291,0.013694602435626223,0.45073522061804466
51439a148d611f00020004a1,4,0.021206302089947063,0.02291500133226752,0.018242548818088386,15113,320,0.004672452514179134,0.22033320540096096
5143ac80abe514000200028b,4,0.007071490411714047,0.011046511627906977,0.005549389567147614,7117,50,0.005497122060759363,0.7773639983522123
514785988367b00002000a91,4,0.023741438685739483,0.02845100105374078,0.019862893302865177,22483,534,0.008588107750875602,0.36173493378200916
514791e20f6dcb000200272e,4,0.024135902826391636,0.028376068376068375,0.020975259949802795,22797,551,0.00740080842626558,0.30663068539425403
51480b8de28a19000200a708,5,0.003991611161049469,0.007019303083479569,0.0017570281124497991,19766,79,0.0052622749710297696,1.3183335647468777
5148c60378ec5400020020d9,5,0.00779110221518067,0.011841188762479684,0.004520580537711158,21580,168,0.007320608224768526,0.9396113698142216
5148fb4dcb47730002005ec0,4,0.010845646341530743,0.016003048199657078,0.007823195775474282,20699,225,0.008179852424182796,0.7542060810944994
51491741cb47730002007b6f,4,0.00987695493826314,0.014686744748094442,0.003515263644773358,21606,213,0.011171481103321085,1.131065310427101
5149261ecb477300020089c4,4,0.009881731889216306,0.013820694671758501,0.005965958940164941,22238,219,0.00785473573159356,0.7948744025493387
5149d406c7a0fc0002006599,2,0.014028467340303965,0.017207701609152637,0.010849233071455293,21443,301,0.006358468537697344,0.4532546844536169
5149eb48b245f00002007fdd,4,0.010166596076473744,0.019216417910447762,0.00516700498246909,21834,221,0.014049412927978672,1.3819190634011764
514a92182cf8c7000200385a,4,0.019931489024059022,0.023313316849169905,0.018263138278046962,10808,216,0.005050178571122943,0.25337688343439585
514bc00e974c7b00020129cb,4,0.006350380484118557,0.00721240533717995,0.0057574667146455556,11019,70,0.001454938622534394,0.2291104645104335
5150ba13487f5200020019ef,4,0.008567774302163808,0.009478672985781991,0.007433628318584071,11096,95,0.0020450446671979204,0.23869030568200664
5150ce5a6261cf0002003df7,4,0.014096649240675987,0.020795984223736106,0.009002770083102494,11156,157,0.011793214140633612,0.8365969770038829
5150d085697351000200426d,3,0.007478406751428593,0.008981195621667135,0.005022321428571429,10705,80,0.003958874193095706,0.529374013032849
5151ee591e19e80002001d8e,4,0.03508204925288523,0.0463768115942029,0.023381294964028777,11217,393,0.022995516630174122,0.6554781467984775
515202fd891bda0002001095,4,0.01936281482595385,0.024196460816179127,0.015073529411764706,11041,214,0.009122931404414421,0.47115729228511116
515210bf891bda000200221e,4,0.02243496518756992,0.028274874731567645,0.012773722627737226,11163,251,0.015501152103830419,0.690937203344484
51522872faad69000200469d,4,0.011421284948452645,0.016794450529390288,0.0067857142857142855,10964,125,0.010008736243676002,0.8763231360436362
51529fddd35635000200ba1a,4,0.014083880514655952,0.019428152492668622,0.010559249120062574,10531,149,0.008868903372606048,0.629720151585843
51534b106a8d89000201f546,4,0.0057589141661414985,0.007780784844384303,0.0038569424964936885,11610,67,0.003923842347890614,0.6813510732561601
51534bae10f6500002005fc7,2,0.02397469491230774,0.02400548696844993,0.023943902856165555,11679,280,6.158411228437619e-05,0.0025687130747495406
515592190cd90900020046e0,4,0.03036454725490039,0.03848845346396081,0.019781718963165076,11616,352,0.018706734500795737,0.6160715766238453
515625b68e94210002001b69,4,0.039095644060204354,0.0423728813559322,0.034853540971449756,10864,425,0.007519340384482445,0.1923319225257736
51574e288e942100020109cd,4,0.010479840937696033,0.013410656034795215,0.008360596146855689,10868,114,0.0050500598879395266,0.481883257385562
5157804eb6b1d60002001931,4,0.02328706619138855,0.02626123013130615,0.02066929133858268,11786,274,0.005591938792723471,0.24013066939240912
51591f1b19699d000200495f,4,0.01633396568588706,0.016955538809344386,0.015488482922954726,10461,171,0.0014670558863896597,0.08981627086784143
515926d8f8cc660002004ab7,4,0.019917746626054972,0.02868217054263566,0.013983371126228269,10372,206,0.01469879941640739,0.7379750175745017
5159e9049f7d4900020095bb,4,0.014170188425156343,0.01818870784388026,0.012368815592203899,10896,154,0.00581989225167636,0.41071382236133874
515a27bc8c1bd300020000fc,4,0.03223193616438393,0.04277879341864717,0.021921812203142127,11049,355,0.02085698121550504,0.6470905473730697
515a318201b27f0002000d17,4,0.010453410057783427,0.014270032930845226,0.005795001810938066,10920,114,0.00847503111990716,0.8107431998801959
515ac4534c9a93000200308c,4,0.009509810423223315,0.014774774774774775,0.0030698388334612432,10844,104,0.011704935941313532,1.2308274739872456
515b283c2b70e400020085a4,4,0.02080398953415861,0.02986161689730517,0.01349911190053286,11182,232,0.01636250499677231,0.7865080382734421
515b35444c9a93000200b0b3,3,0.025579706133118885,0.02940383059077421,0.02247495261305172,10980,281,0.00692887797772249,0.2708740257477565
